sequence,label
"4.62,5.42,6.22,7.02,7.82,8.62,9.42,10.22",arithmetic
"5.13,7.64,10.15,12.65,15.16,17.67,20.18,22.69,25.20,27.71",arithmetic
"-5.99,-5.29,-4.58,-3.88,-3.17,-2.47,-1.76,-1.05,-0.35",arithmetic
"-8.39,-6.59,-4.80,-3.00,-1.21,0.59,2.38,4.18,5.97,7.77",arithmetic
"0.55,1.17,1.80,2.42,3.05",arithmetic
"4.81,6.90,9.00,11.09,13.18,15.28,17.37,19.47,21.56",arithmetic
"-5.31,-3.00,-0.69,1.62,3.93,6.24,8.56",arithmetic
"-1.96,-0.69,0.59,1.86,3.13",arithmetic
"-3.17,-0.39,2.38,5.16,7.94,10.71,13.49,16.26,19.04,21.81",arithmetic
"-5.43,-3.73,-2.04,-0.34,1.36,3.06,4.76,6.46,8.16,9.86",arithmetic
"3.78,6.44,9.11,11.77,14.44,17.11,19.77",arithmetic
"-4.31,-1.50,1.32,4.14,6.96,9.78,12.60,15.42,18.23",arithmetic
"6.67,7.29,7.90,8.51,9.13,9.74,10.36",arithmetic
"-3.14,-2.35,-1.57,-0.79,-0.01,0.78",arithmetic
"-3.15,-0.22,2.71,5.65,8.58,11.51,14.44",arithmetic
"6.82,9.61,12.40,15.19,17.98,20.77,23.56,26.35",arithmetic
"-0.97,1.24,3.45,5.65,7.86,10.07,12.27",arithmetic
"-9.18,-6.55,-3.93,-1.30,1.32",arithmetic
"9.69,10.46,11.22,11.99,12.75,13.52,14.28,15.04",arithmetic
"6.88,8.55,10.22,11.90,13.57,15.24,16.92,18.59,20.26,21.94,23.61",arithmetic
"-4.08,-1.63,0.82,3.27,5.72,8.17,10.63",arithmetic
"-0.89,0.98,2.84,4.70,6.56,8.43,10.29,12.15,14.02",arithmetic
"-8.20,-6.05,-3.90,-1.75,0.40,2.55,4.70,6.85,9.00",arithmetic
"-9.78,-8.84,-7.90,-6.95,-6.01,-5.07,-4.12,-3.18,-2.24,-1.29,-0.35",arithmetic
"6.77,8.18,9.60,11.01,12.43,13.84",arithmetic
"-5.99,-5.43,-4.87,-4.31,-3.75,-3.19,-2.63",arithmetic
"8.52,10.26,12.00,13.74,15.47,17.21,18.95,20.69,22.42,24.16",arithmetic
"-2.06,-0.95,0.15,1.26,2.37,3.48",arithmetic
"-5.66,-3.95,-2.23,-0.52,1.19,2.91,4.62,6.34,8.05,9.76",arithmetic
"-9.93,-8.13,-6.33,-4.53,-2.73,-0.94,0.86,2.66,4.46,6.25",arithmetic
"-0.83,1.09,3.01,4.93,6.85,8.76",arithmetic
"-3.25,-1.70,-0.15,1.40,2.95,4.51",arithmetic
"-9.40,-6.87,-4.34,-1.81,0.72,3.25,5.77,8.30,10.83,13.36",arithmetic
"-9.29,-8.20,-7.12,-6.03,-4.95",arithmetic
"8.84,9.58,10.32,11.07,11.81,12.55,13.30,14.04",arithmetic
"-9.35,-7.76,-6.18,-4.59,-3.01,-1.43,0.16,1.74,3.33,4.91,6.50",arithmetic
"-2.75,-0.85,1.04,2.93,4.82,6.72,8.61,10.50,12.40",arithmetic
"3.17,4.37,5.57,6.77,7.97",arithmetic
"7.64,8.54,9.44,10.35,11.25,12.15,13.06",arithmetic
"9.54,11.68,13.82,15.96,18.10",arithmetic
"-5.67,-3.72,-1.77,0.18,2.13,4.08,6.03,7.98,9.93,11.88",arithmetic
"2.75,4.03,5.31,6.59,7.87,9.15,10.43,11.71,12.99,14.27,15.55",arithmetic
"5.16,6.74,8.32,9.89,11.47,13.05",arithmetic
"-9.44,-8.07,-6.69,-5.31,-3.94,-2.56,-1.18,0.19,1.57,2.94",arithmetic
"9.48,11.19,12.90,14.61,16.32,18.03",arithmetic
"-7.83,-6.01,-4.19,-2.37,-0.55,1.27,3.09,4.91,6.73,8.55",arithmetic
"-7.24,-4.25,-1.26,1.72,4.71,7.70,10.68,13.67,16.66,19.65,22.63",arithmetic
"-1.09,-0.43,0.22,0.87,1.52,2.17,2.83,3.48,4.13,4.78",arithmetic
"1.02,1.99,2.96,3.93,4.91,5.88,6.85",arithmetic
"-7.68,-5.71,-3.74,-1.77,0.20,2.17,4.14,6.11,8.08,10.05,12.02",arithmetic
"-0.94,-0.43,0.09,0.60,1.11,1.63,2.14",arithmetic
"-8.47,-6.16,-3.86,-1.56,0.75",arithmetic
"0.37,3.35,6.33,9.31,12.29,15.27",arithmetic
"2.78,5.44,8.09,10.75,13.40,16.06",arithmetic
"2.25,3.96,5.67,7.39,9.10,10.81",arithmetic
"-4.03,-2.86,-1.69,-0.53,0.64,1.81,2.98",arithmetic
"-4.41,-1.82,0.76,3.35,5.93,8.52,11.10,13.68",arithmetic
"-4.70,-2.79,-0.87,1.05,2.96,4.88,6.79,8.71",arithmetic
"-9.89,-7.73,-5.57,-3.41,-1.25,0.91,3.07",arithmetic
"-1.60,-0.46,0.68,1.82,2.96,4.10,5.24,6.37,7.51,8.65,9.79",arithmetic
"-7.22,-4.70,-2.18,0.35,2.87,5.39,7.92",arithmetic
"0.89,2.81,4.72,6.64,8.56",arithmetic
"-7.41,-5.38,-3.35,-1.31,0.72,2.76,4.79,6.83,8.86",arithmetic
"2.39,3.55,4.72,5.88,7.04",arithmetic
"9.62,10.91,12.19,13.47,14.76,16.04,17.32",arithmetic
"-0.72,-0.21,0.30,0.82,1.33,1.84,2.35,2.86",arithmetic
"2.39,4.28,6.17,8.05,9.94,11.82,13.71,15.60,17.48,19.37,21.26",arithmetic
"4.10,6.51,8.92,11.33,13.74,16.15,18.56,20.96,23.37,25.78,28.19",arithmetic
"-6.80,-6.09,-5.37,-4.66,-3.95,-3.23,-2.52,-1.81,-1.09,-0.38",arithmetic
"-6.02,-4.05,-2.07,-0.09,1.88,3.86",arithmetic
"-5.51,-4.47,-3.42,-2.37,-1.33",arithmetic
"9.52,10.70,11.89,13.08,14.26,15.45,16.64,17.82",arithmetic
"7.72,8.50,9.29,10.07,10.86,11.64,12.42,13.21,13.99,14.78",arithmetic
"6.56,8.89,11.22,13.55,15.88,18.21,20.55",arithmetic
"-1.33,-0.60,0.13,0.86,1.59,2.33,3.06,3.79,4.52,5.25,5.99",arithmetic
"-5.20,-4.17,-3.13,-2.10,-1.06,-0.03,1.01",arithmetic
"-2.80,-2.06,-1.31,-0.57,0.18,0.93,1.67",arithmetic
"-5.44,-2.52,0.39,3.30,6.21",arithmetic
"2.20,3.45,4.70,5.94,7.19,8.44,9.69",arithmetic
"8.31,9.74,11.18,12.61,14.05,15.48,16.91,18.35,19.78,21.22,22.65",arithmetic
"1.48,2.27,3.06,3.85,4.64,5.43,6.22,7.01,7.79",arithmetic
"9.88,10.55,11.23,11.91,12.59,13.27,13.94,14.62",arithmetic
"-8.55,-5.85,-3.15,-0.45,2.24,4.94,7.64",arithmetic
"1.17,2.90,4.63,6.36,8.09,9.82,11.55,13.28",arithmetic
"-8.08,-7.41,-6.74,-6.08,-5.41,-4.75,-4.08,-3.42,-2.75",arithmetic
"-4.06,-2.22,-0.38,1.46,3.30,5.14,6.98,8.82,10.66,12.50",arithmetic
"-3.89,-2.60,-1.30,-0.00,1.30,2.60,3.89",arithmetic
"-1.03,-0.28,0.46,1.20,1.94,2.69",arithmetic
"1.35,2.05,2.76,3.46,4.16,4.87",arithmetic
"-6.26,-4.96,-3.67,-2.38,-1.09,0.21,1.50,2.79",arithmetic
"4.71,5.64,6.56,7.48,8.40,9.32,10.24",arithmetic
"7.46,8.91,10.36,11.81,13.27,14.72,16.17,17.62",arithmetic
"-6.91,-5.06,-3.21,-1.36,0.48",arithmetic
"-9.76,-7.92,-6.09,-4.25,-2.42,-0.58,1.26,3.09",arithmetic
"9.78,12.53,15.28,18.03,20.78,23.53,26.28,29.03,31.78",arithmetic
"1.86,3.71,5.55,7.40,9.25,11.09,12.94,14.79,16.63",arithmetic
"-4.25,-3.52,-2.80,-2.07,-1.34,-0.61,0.11,0.84,1.57",arithmetic
"2.02,2.91,3.79,4.68,5.57,6.46,7.35,8.24,9.13,10.02,10.91",arithmetic
"-5.93,-4.98,-4.03,-3.08,-2.14,-1.19,-0.24,0.71,1.66",arithmetic
"1.71,4.33,6.94,9.56,12.17,14.79,17.40,20.02,22.63,25.25,27.86",arithmetic
"-6.53,-4.36,-2.20,-0.03,2.14,4.30,6.47",arithmetic
"-3.85,-2.46,-1.07,0.32,1.70,3.09",arithmetic
"-7.44,-5.32,-3.19,-1.07,1.06,3.19,5.31,7.44,9.56,11.69,13.81",arithmetic
"-0.90,1.30,3.50,5.70,7.90",arithmetic
"-8.52,-5.99,-3.47,-0.95,1.58,4.10,6.62",arithmetic
"5.33,6.80,8.26,9.73,11.19,12.66,14.12,15.58,17.05,18.51",arithmetic
"9.46,12.13,14.80,17.47,20.15,22.82,25.49,28.16,30.84",arithmetic
"-7.71,-6.62,-5.54,-4.45,-3.37,-2.28",arithmetic
"9.89,11.97,14.05,16.13,18.21,20.29,22.38,24.46,26.54,28.62",arithmetic
"-0.08,1.39,2.87,4.34,5.81,7.28,8.76,10.23,11.70",arithmetic
"-6.03,-4.95,-3.87,-2.79,-1.71",arithmetic
"1.37,4.06,6.75,9.44,12.13,14.83,17.52,20.21,22.90",arithmetic
"5.86,8.46,11.07,13.68,16.29,18.89",arithmetic
"0.04,2.14,4.24,6.35,8.45,10.55,12.65,14.75",arithmetic
"-0.53,1.05,2.63,4.21,5.79,7.37",arithmetic
"-4.32,-2.62,-0.92,0.78,2.48,4.18,5.88,7.58,9.28,10.98,12.68",arithmetic
"3.92,5.74,7.57,9.39,11.22,13.04,14.86,16.69,18.51,20.34,22.16",arithmetic
"-3.27,-2.67,-2.07,-1.46,-0.86,-0.26,0.35,0.95",arithmetic
"1.22,3.94,6.65,9.37,12.09,14.81,17.53",arithmetic
"-7.87,-5.07,-2.26,0.54,3.34,6.14,8.94,11.74,14.54,17.34,20.14",arithmetic
"-8.71,-6.21,-3.72,-1.22,1.27,3.77,6.27,8.76,11.26,13.75,16.25",arithmetic
"3.22,5.04,6.86,8.68,10.50,12.33,14.15",arithmetic
"8.28,10.73,13.17,15.62,18.06,20.50,22.95",arithmetic
"6.35,7.99,9.64,11.28,12.92,14.56,16.20",arithmetic
"-9.99,-9.40,-8.81,-8.22,-7.64,-7.05,-6.46,-5.88",arithmetic
"-8.92,-6.52,-4.12,-1.72,0.68",arithmetic
"-7.48,-5.12,-2.75,-0.38,1.99,4.35",arithmetic
"-7.98,-6.43,-4.88,-3.33,-1.78,-0.23,1.32,2.87",arithmetic
"6.04,6.92,7.79,8.66,9.54,10.41,11.28,12.16,13.03",arithmetic
"-1.03,0.62,2.27,3.91,5.56,7.21,8.85,10.50",arithmetic
"7.04,9.96,12.88,15.79,18.71,21.63,24.54,27.46",arithmetic
"5.69,8.10,10.50,12.91,15.32,17.73,20.14",arithmetic
"3.36,5.86,8.36,10.86,13.35,15.85,18.35,20.85,23.34,25.84,28.34",arithmetic
"-0.66,0.39,1.44,2.49,3.54,4.59,5.64,6.69,7.74,8.79,9.84",arithmetic
"4.24,6.09,7.95,9.80,11.66,13.51,15.37",arithmetic
"0.97,3.81,6.64,9.48,12.32,15.15,17.99",arithmetic
"-0.67,1.54,3.75,5.96,8.17,10.38,12.59",arithmetic
"-7.02,-5.78,-4.53,-3.29,-2.05",arithmetic
"-5.14,-4.63,-4.11,-3.60,-3.09,-2.58,-2.07,-1.56",arithmetic
"3.41,4.85,6.30,7.74,9.19,10.63,12.08,13.52,14.96,16.41,17.85",arithmetic
"-2.43,0.44,3.31,6.18,9.05,11.93,14.80,17.67,20.54",arithmetic
"6.62,8.21,9.79,11.38,12.97,14.56,16.14,17.73",arithmetic
"1.81,4.40,6.98,9.57,12.15,14.74,17.32,19.91",arithmetic
"4.78,6.14,7.50,8.87,10.23,11.59,12.95,14.32,15.68,17.04,18.40",arithmetic
"-9.49,-7.29,-5.10,-2.90,-0.70,1.49,3.69,5.88,8.08,10.27",arithmetic
"4.24,6.96,9.69,12.42,15.14,17.87,20.59,23.32",arithmetic
"-0.74,0.74,2.22,3.71,5.19,6.67,8.15,9.63,11.11,12.60,14.08",arithmetic
"-3.04,-1.04,0.95,2.95,4.94,6.94,8.93",arithmetic
"4.45,5.32,6.18,7.05,7.92,8.78,9.65,10.52,11.39",arithmetic
"-6.37,-4.78,-3.20,-1.61,-0.03,1.56,3.14",arithmetic
"-0.64,1.43,3.51,5.59,7.67,9.75,11.82",arithmetic
"8.24,9.07,9.90,10.73,11.56,12.38,13.21",arithmetic
"-4.45,-2.32,-0.19,1.95,4.08,6.21,8.34,10.47,12.61,14.74",arithmetic
"-7.16,-6.05,-4.93,-3.82,-2.71,-1.60,-0.48,0.63,1.74,2.86,3.97",arithmetic
"-4.25,-1.44,1.37,4.18,6.99,9.80,12.61,15.42,18.23",arithmetic
"4.51,6.07,7.62,9.18,10.74",arithmetic
"-6.88,-5.11,-3.34,-1.57,0.20,1.97,3.75,5.52,7.29,9.06,10.83",arithmetic
"-8.01,-5.48,-2.96,-0.43,2.09,4.62",arithmetic
"8.96,11.67,14.38,17.09,19.80,22.51",arithmetic
"1.66,3.85,6.05,8.24,10.44,12.63,14.83,17.03,19.22",arithmetic
"6.46,7.55,8.63,9.72,10.80,11.88,12.97,14.05,15.14",arithmetic
"0.59,3.04,5.48,7.93,10.38,12.83,15.27",arithmetic
"-7.33,-6.66,-5.99,-5.32,-4.65",arithmetic
"-0.58,1.85,4.27,6.70,9.12,11.55",arithmetic
"-2.47,-0.47,1.53,3.53,5.53,7.53,9.53,11.53,13.53",arithmetic
"-0.50,1.20,2.89,4.58,6.28,7.97,9.66,11.36,13.05,14.75,16.44",arithmetic
"6.51,9.36,12.21,15.06,17.90,20.75,23.60",arithmetic
"1.63,3.47,5.31,7.15,9.00",arithmetic
"9.05,9.87,10.68,11.50,12.32,13.13,13.95,14.77,15.58,16.40",arithmetic
"5.30,6.56,7.82,9.09,10.35,11.61,12.87",arithmetic
"7.75,10.27,12.80,15.33,17.85,20.38,22.91,25.43",arithmetic
"4.97,6.82,8.67,10.53,12.38",arithmetic
"-3.41,-1.37,0.66,2.69,4.72,6.75,8.78,10.81",arithmetic
"6.56,9.13,11.69,14.26,16.83,19.40,21.96",arithmetic
"4.68,5.45,6.23,7.00,7.78,8.56,9.33,10.11",arithmetic
"-9.83,-7.54,-5.25,-2.95,-0.66,1.63",arithmetic
"-2.98,-2.41,-1.83,-1.25,-0.67,-0.09,0.48,1.06,1.64",arithmetic
"8.73,11.02,13.32,15.62,17.92,20.21,22.51,24.81",arithmetic
"-9.16,-7.78,-6.39,-5.01,-3.62,-2.24,-0.85",arithmetic
"-4.07,-2.15,-0.23,1.69,3.61",arithmetic
"1.40,3.61,5.82,8.03,10.24,12.45,14.66,16.86,19.07,21.28,23.49",arithmetic
"-7.03,-5.10,-3.17,-1.23,0.70,2.64,4.57,6.51,8.44,10.37",arithmetic
"-8.18,-5.84,-3.51,-1.17,1.16,3.50",arithmetic
"9.01,11.64,14.27,16.90,19.53,22.16",arithmetic
"-5.54,-4.51,-3.48,-2.45,-1.42,-0.38,0.65,1.68,2.71",arithmetic
"-6.90,-6.24,-5.58,-4.91,-4.25,-3.59,-2.93,-2.26,-1.60,-0.94",arithmetic
"5.61,7.63,9.65,11.67,13.69,15.71,17.73,19.75,21.77,23.79",arithmetic
"5.55,7.81,10.07,12.33,14.60,16.86,19.12,21.39",arithmetic
"-8.02,-5.30,-2.57,0.16,2.88,5.61,8.34,11.06,13.79",arithmetic
"3.13,5.91,8.69,11.47,14.25,17.03,19.81,22.59,25.37,28.15,30.92",arithmetic
"4.29,6.85,9.42,11.99,14.55,17.12,19.68,22.25,24.82",arithmetic
"6.35,8.67,10.98,13.29,15.60,17.92,20.23,22.54,24.85",arithmetic
"8.79,11.23,13.66,16.09,18.53",arithmetic
"-5.49,-3.69,-1.88,-0.08,1.73,3.53,5.34,7.14",arithmetic
"3.13,4.92,6.71,8.50,10.29,12.08,13.87,15.67",arithmetic
"-3.64,-2.77,-1.89,-1.01,-0.13",arithmetic
"-7.00,-5.89,-4.78,-3.67,-2.55,-1.44,-0.33",arithmetic
"-8.42,-7.52,-6.62,-5.73,-4.83,-3.93,-3.04,-2.14,-1.24,-0.35",arithmetic
"-1.31,0.92,3.15,5.38,7.62,9.85,12.08,14.31",arithmetic
"1.10,3.92,6.73,9.55,12.37,15.19",arithmetic
"7.45,9.99,12.52,15.06,17.60,20.14,22.68",arithmetic
"-1.65,-0.15,1.35,2.85,4.35,5.86,7.36,8.86",arithmetic
"-6.43,-3.73,-1.03,1.67,4.37,7.07",arithmetic
"-9.57,-8.78,-8.00,-7.22,-6.43",arithmetic
"9.23,11.25,13.27,15.28,17.30,19.31,21.33",arithmetic
"0.67,1.71,2.75,3.78,4.82",arithmetic
"-7.01,-4.39,-1.77,0.84,3.46,6.08,8.70,11.31,13.93,16.55,19.17",arithmetic
"-4.65,-2.68,-0.71,1.27,3.24,5.21,7.18,9.16",arithmetic
"2.45,4.41,6.37,8.33,10.29,12.25,14.21,16.17,18.13,20.09",arithmetic
"-4.81,-3.06,-1.31,0.45,2.20,3.95,5.71",arithmetic
"-4.33,-3.23,-2.13,-1.03,0.07,1.17,2.27",arithmetic
"-6.91,-4.21,-1.52,1.18,3.88",arithmetic
"-4.36,-2.03,0.30,2.62,4.95,7.28,9.61,11.94,14.26,16.59,18.92",arithmetic
"2.98,4.00,5.02,6.04,7.06,8.08",arithmetic
"4.98,7.21,9.44,11.68,13.91,16.14,18.37,20.60,22.84,25.07,27.30",arithmetic
"7.71,10.36,13.00,15.65,18.29",arithmetic
"-5.74,-5.08,-4.41,-3.75,-3.09,-2.42",arithmetic
"-5.37,-2.52,0.33,3.18,6.02,8.87,11.72",arithmetic
"5.68,7.66,9.64,11.62,13.60,15.58",arithmetic
"9.26,10.00,10.74,11.49,12.23,12.98,13.72",arithmetic
"2.14,4.43,6.72,9.01,11.30,13.60,15.89,18.18,20.47,22.76,25.05",arithmetic
"6.14,8.20,10.26,12.33,14.39,16.45",arithmetic
"1.77,4.68,7.59,10.50,13.41,16.32,19.23,22.14,25.05,27.96",arithmetic
"-7.32,-5.61,-3.90,-2.19,-0.48,1.23,2.94,4.65,6.36",arithmetic
"3.07,3.84,4.61,5.38,6.15,6.92,7.70,8.47,9.24,10.01,10.78",arithmetic
"8.94,10.44,11.95,13.45,14.95,16.45,17.96,19.46",arithmetic
"0.97,2.71,4.45,6.19,7.94,9.68,11.42,13.16,14.90,16.65",arithmetic
"0.35,1.91,3.46,5.02,6.57,8.13,9.68,11.24,12.79,14.35",arithmetic
"-0.82,1.28,3.38,5.48,7.58,9.68,11.78,13.88,15.98",arithmetic
"-5.64,-2.92,-0.19,2.53,5.25,7.97,10.70",arithmetic
"-3.80,-1.79,0.22,2.23,4.24,6.25,8.26,10.27,12.28,14.29,16.31",arithmetic
"9.24,9.95,10.65,11.36,12.07,12.78,13.48,14.19",arithmetic
"-0.79,1.11,3.01,4.91,6.81,8.71,10.61,12.51,14.40,16.30,18.20",arithmetic
"6.92,9.58,12.25,14.91,17.58,20.24,22.91,25.57",arithmetic
"-2.19,-0.87,0.46,1.79,3.11,4.44,5.76,7.09",arithmetic
"-3.52,-2.22,-0.91,0.40,1.70",arithmetic
"2.60,5.60,8.60,11.60,14.60,17.60,20.60",arithmetic
"5.95,7.14,8.32,9.50,10.69",arithmetic
"3.98,6.86,9.74,12.61,15.49,18.37,21.24,24.12,27.00",arithmetic
"0.40,1.66,2.93,4.19,5.46,6.72",arithmetic
"9.84,10.78,11.72,12.67,13.61,14.56",arithmetic
"-6.00,-5.01,-4.03,-3.05,-2.07,-1.08",arithmetic
"1.04,1.92,2.80,3.68,4.56,5.44,6.32,7.20,8.08,8.96,9.84",arithmetic
"-3.95,-1.74,0.47,2.68,4.89",arithmetic
"0.42,1.63,2.84,4.05,5.26,6.46,7.67",arithmetic
"-6.23,-5.58,-4.92,-4.27,-3.61,-2.96,-2.30,-1.65,-0.99",arithmetic
"-8.59,-6.81,-5.02,-3.24,-1.46,0.32,2.10,3.88,5.66",arithmetic
"7.23,9.03,10.82,12.62,14.41,16.21,18.00,19.80,21.59,23.39,25.18",arithmetic
"-9.28,-6.56,-3.84,-1.11,1.61,4.33",arithmetic
"2.63,4.30,5.98,7.65,9.33,11.00",arithmetic
"-3.58,-2.00,-0.41,1.18,2.77,4.35,5.94,7.53,9.12",arithmetic
"0.45,1.82,3.19,4.56,5.93,7.30,8.67",arithmetic
"-2.72,-2.08,-1.44,-0.81,-0.17,0.47,1.10,1.74,2.38,3.01,3.65",arithmetic
"0.73,2.14,3.55,4.96,6.37",arithmetic
"2.72,5.61,8.49,11.38,14.27,17.16,20.04,22.93,25.82,28.71",arithmetic
"-3.44,-2.26,-1.07,0.11,1.29,2.47,3.65,4.83,6.01",arithmetic
"-7.29,-4.64,-1.98,0.68,3.34,6.00,8.66,11.31,13.97,16.63,19.29",arithmetic
"0.61,1.84,3.07,4.31,5.54,6.77,8.01,9.24",arithmetic
"-7.82,-5.90,-3.98,-2.06,-0.14,1.78,3.70",arithmetic
"7.29,10.21,13.12,16.03,18.95,21.86,24.77,27.69,30.60,33.51,36.43",arithmetic
"-3.35,-2.85,-2.35,-1.85,-1.35",arithmetic
"-3.87,-1.43,1.01,3.46,5.90,8.34,10.79,13.23,15.67,18.12,20.56",arithmetic
"-3.30,-2.07,-0.84,0.40,1.63,2.86,4.09,5.32,6.55,7.78,9.02",arithmetic
"3.88,6.56,9.25,11.93,14.62",arithmetic
"-8.05,-6.90,-5.74,-4.58,-3.42,-2.27",arithmetic
"5.94,6.48,7.02,7.56,8.10,8.64,9.18,9.72,10.26,10.80,11.33",arithmetic
"-5.61,-5.08,-4.55,-4.02,-3.49,-2.96",arithmetic
"-4.53,-2.81,-1.09,0.64,2.36,4.08,5.80,7.53",arithmetic
"5.34,6.75,8.16,9.57,10.98,12.39,13.80,15.21,16.62",arithmetic
"-1.95,0.30,2.55,4.80,7.06,9.31,11.56,13.81,16.06,18.31,20.56",arithmetic
"-9.42,-6.97,-4.53,-2.08,0.37,2.82",arithmetic
"9.30,10.19,11.08,11.96,12.85",arithmetic
"5.91,8.90,11.89,14.87,17.86,20.85,23.84,26.83",arithmetic
"9.57,11.88,14.18,16.49,18.80,21.11",arithmetic
"9.49,12.38,15.28,18.17,21.06,23.95,26.84,29.74",arithmetic
"6.26,6.97,7.69,8.40,9.11,9.82,10.53",arithmetic
"5.79,7.68,9.57,11.46,13.35,15.24,17.13,19.02,20.91,22.80,24.69",arithmetic
"-6.42,-4.51,-2.60,-0.69,1.22,3.13,5.04",arithmetic
"8.09,8.79,9.49,10.19,10.88,11.58,12.28,12.98,13.68",arithmetic
"1.88,4.26,6.65,9.03,11.41,13.80,16.18,18.56,20.95,23.33",arithmetic
"-9.74,-7.15,-4.56,-1.98,0.61,3.20,5.79,8.37,10.96",arithmetic
"4.87,5.85,6.84,7.83,8.82,9.81,10.80,11.79,12.78",arithmetic
"2.31,5.16,8.01,10.86,13.71,16.56,19.41,22.25",arithmetic
"-0.68,0.99,2.66,4.33,5.99,7.66,9.33",arithmetic
"-0.01,0.95,1.92,2.88,3.85",arithmetic
"2.51,3.48,4.44,5.40,6.36,7.33",arithmetic
"-9.92,-9.15,-8.37,-7.60,-6.83,-6.05,-5.28,-4.50,-3.73,-2.95",arithmetic
"-4.07,-2.06,-0.05,1.96,3.97,5.98,7.98,9.99,12.00",arithmetic
"8.90,9.84,10.78,11.72,12.65,13.59,14.53",arithmetic
"1.92,2.43,2.93,3.44,3.94,4.45,4.95,5.45",arithmetic
"9.56,11.47,13.38,15.30,17.21,19.12,21.03,22.95,24.86",arithmetic
"-6.33,-4.82,-3.31,-1.80,-0.28,1.23,2.74,4.25,5.76,7.27,8.79",arithmetic
"-9.52,-8.04,-6.56,-5.08,-3.60,-2.11,-0.63,0.85,2.33,3.81",arithmetic
"3.18,4.14,5.10,6.06,7.03,7.99,8.95,9.91,10.87",arithmetic
"-0.56,1.37,3.29,5.22,7.15,9.07",arithmetic
"-8.73,-6.72,-4.70,-2.69,-0.67",arithmetic
"4.70,6.52,8.34,10.16,11.98,13.80,15.62,17.45,19.27,21.09,22.91",arithmetic
"5.34,5.97,6.61,7.24,7.88,8.51",arithmetic
"-6.96,-5.22,-3.47,-1.73,0.02,1.76,3.51,5.25,7.00,8.74",arithmetic
"-8.87,-7.42,-5.97,-4.52,-3.07,-1.62,-0.17,1.28,2.73,4.18,5.63",arithmetic
"-0.94,-0.43,0.09,0.60,1.12",arithmetic
"1.94,3.82,5.70,7.58,9.46,11.34,13.22,15.10,16.98,18.86,20.74",arithmetic
"6.19,8.65,11.11,13.57,16.03",arithmetic
"-5.07,-2.88,-0.69,1.50,3.69,5.88,8.07",arithmetic
"-4.85,-1.95,0.94,3.83,6.72",arithmetic
"1.31,3.53,5.75,7.97,10.19,12.41,14.63,16.85",arithmetic
"9.91,12.15,14.40,16.64,18.88,21.13",arithmetic
"9.44,10.06,10.68,11.30,11.92,12.54",arithmetic
"-0.39,1.32,3.02,4.73,6.44,8.14,9.85,11.56,13.26,14.97",arithmetic
"-4.57,-4.04,-3.51,-2.98,-2.45,-1.92,-1.39,-0.86,-0.34,0.19,0.72",arithmetic
"0.39,1.15,1.90,2.65,3.41,4.16,4.91",arithmetic
"6.03,8.81,11.60,14.38,17.17,19.95,22.74",arithmetic
"-6.90,-4.10,-1.29,1.52,4.32,7.13,9.94",arithmetic
"-1.47,0.22,1.91,3.61,5.30,6.99,8.68,10.38",arithmetic
"2.14,3.77,5.40,7.03,8.67,10.30,11.93",arithmetic
"5.66,7.88,10.09,12.31,14.52",arithmetic
"-5.21,-4.37,-3.53,-2.69,-1.85,-1.01,-0.17",arithmetic
"0.21,1.87,3.53,5.19,6.85,8.51,10.17",arithmetic
"-4.92,-4.22,-3.53,-2.84,-2.15",arithmetic
"-6.07,-4.99,-3.91,-2.83,-1.75,-0.67,0.41,1.49,2.57,3.65,4.73",arithmetic
"0.97,1.47,1.97,2.48,2.98,3.49",arithmetic
"-5.19,-3.89,-2.60,-1.30,-0.00,1.30,2.59,3.89,5.19",arithmetic
"5.94,7.19,8.44,9.69,10.95,12.20,13.45,14.70,15.95,17.21,18.46",arithmetic
"3.02,4.15,5.27,6.39,7.51,8.64",arithmetic
"-0.96,1.72,4.39,7.07,9.74,12.42,15.10,17.77",arithmetic
"-2.57,-1.52,-0.46,0.59,1.64,2.69,3.75,4.80,5.85,6.90",arithmetic
"5.85,7.16,8.47,9.78,11.09,12.41,13.72",arithmetic
"9.36,12.22,15.08,17.94,20.79,23.65,26.51,29.37,32.23,35.08",arithmetic
"-8.87,-7.88,-6.89,-5.91,-4.92,-3.94,-2.95",arithmetic
"-9.65,-8.86,-8.08,-7.29,-6.50,-5.72,-4.93,-4.14,-3.36,-2.57",arithmetic
"-4.32,-1.75,0.82,3.38,5.95",arithmetic
"-4.16,-2.44,-0.72,1.00,2.72,4.44,6.16,7.88,9.60",arithmetic
"-4.91,-4.27,-3.63,-2.99,-2.35,-1.71,-1.07,-0.43,0.21,0.85",arithmetic
"0.97,3.23,5.49,7.75,10.01",arithmetic
"-0.70,1.21,3.12,5.02,6.93,8.84,10.74,12.65,14.56,16.47,18.37",arithmetic
"-6.19,-3.99,-1.78,0.43,2.64,4.85",arithmetic
"-7.04,-4.59,-2.15,0.30,2.75,5.19,7.64,10.09,12.53",arithmetic
"-1.54,-0.94,-0.33,0.27,0.88,1.49,2.09,2.70,3.30",arithmetic
"-6.16,-3.38,-0.61,2.17,4.95,7.72,10.50,13.28",arithmetic
"0.80,1.82,2.83,3.84,4.85,5.86,6.87,7.88",arithmetic
"6.86,8.05,9.24,10.42,11.61,12.80,13.98,15.17",arithmetic
